ORDERDATE,SHIPADDRESS,REQUIREDDATE,SHIPNAME,SHIPCOUNTRY,SHIPPEDDATE,EMPLOYEEID,SHIPREGION,FREIGHT,ORDERID,SHIPVIA,SHIPPOSTALCODE,CUSTOMERID,SHIPCITY,SITEID
03/28/1996 12:00:00 AM,8 Johnstown Road,04/25/1996 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,04/17/1996 12:00:00 AM,2,Co. Cork,580.91,10912,2,,IRLND,Cork,1
03/28/1996 12:00:00 AM,"Alameda dos Canàrios, 891",04/25/1996 12:00:00 AM,Queen Cozinha,Brazil,04/03/1996 12:00:00 AM,4,SP,33.05,10913,1,05487-020,BRAZL,São Paulo,6
03/28/1996 12:00:00 AM,"C/ Romero, 33",04/25/1996 12:00:00 AM,Godos Cocina Típica,Spain,04/04/1996 12:00:00 AM,3,,38.19,10911,1,41101,SPAIN,Sevilla,4
03/28/1996 12:00:00 AM,Erling Skakkes gate 78,04/25/1996 12:00:00 AM,Santé Gourmet,Norway,04/09/1996 12:00:00 AM,1,,53.05,10909,2,4110,NORWY,Stavern,1
03/28/1996 12:00:00 AM,Keskuskatu 45,04/25/1996 12:00:00 AM,Wilman Kala,Finland,04/03/1996 12:00:00 AM,1,,38.11,10910,3,21240,FNLND,Helsinki,2
03/28/1996 12:00:00 AM,Strada Provinciale 124,04/25/1996 12:00:00 AM,Reggiani Caseifici,Italy,04/05/1996 12:00:00 AM,4,,32.96,10908,2,42100,ITALY,Reggio Emilia,3
03/29/1996 12:00:00 AM,"Alameda dos Canàrios, 891",04/26/1996 12:00:00 AM,Queen Cozinha,Brazil,04/01/1996 12:00:00 AM,6,SP,21.19,10914,1,05487-020,BRAZL,São Paulo,6
03/29/1996 12:00:00 AM,Av. del Libertador 900,04/26/1996 12:00:00 AM,Rancho grande,Argentina,04/08/1996 12:00:00 AM,1,,63.77,10916,2,1010,ARGEN,Buenos Aires,3
03/29/1996 12:00:00 AM,Avda. Azteca 123,04/26/1996 12:00:00 AM,Tortuga Restaurante,Mexico,04/01/1996 12:00:00 AM,2,,3.51,10915,2,05033,MEXIC,México D.F.,5
04/01/1996 12:00:00 AM,23 Tsawassen Blvd.,04/29/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,04/10/1996 12:00:00 AM,3,BC,48.83,10918,3,T2F 8M4,CANAD,Tsawassen,1
04/01/1996 12:00:00 AM,Ave. 5 de Mayo Porlamar,04/29/1996 12:00:00 AM,LINO-Delicateses,Venezuela,04/03/1996 12:00:00 AM,2,Nueva Esparta,19.8,10919,2,4980,VENEZ,I. de Margarita,4
04/01/1996 12:00:00 AM,"Gran Vía, 1",04/29/1996 12:00:00 AM,Romero y tomillo,Spain,04/10/1996 12:00:00 AM,4,,8.29,10917,2,28001,SPAIN,Madrid,5
04/02/1996 12:00:00 AM,1 rue Alsace-Lorraine,05/14/1996 12:00:00 AM,La maison d'Asie,France,04/12/1996 12:00:00 AM,7,,68.26,10923,3,31000,FRANC,Toulouse,7
04/02/1996 12:00:00 AM,"Brook Farm, Stratford St. Mary",04/30/1996 12:00:00 AM,Around the Horn,UK,04/08/1996 12:00:00 AM,4,Essex,29.61,10920,2,CO7 6JX,UKDST,Colchester,1
04/02/1996 12:00:00 AM,"Rua do Paço, 67",04/30/1996 12:00:00 AM,Hanari Carnes,Brazil,04/04/1996 12:00:00 AM,5,RJ,62.74,10922,3,05454-876,BRAZL,Rio de Janeiro,4
04/02/1996 12:00:00 AM,Smagsløget 45,05/14/1996 12:00:00 AM,Vaffeljernet,Denmark,04/08/1996 12:00:00 AM,1,,176.48,10921,1,8200,DENMR,Århus,2
04/03/1996 12:00:00 AM,Avda. de la Constitución 2222,05/01/1996 12:00:00 AM,Ana Trujillo Emparedados y helados,Mexico,04/10/1996 12:00:00 AM,4,,39.92,10926,3,05021,MEXIC,México D.F.,1
04/03/1996 12:00:00 AM,Berguvsvägen  8,05/01/1996 12:00:00 AM,Berglunds snabbköp,Sweden,05/08/1996 12:00:00 AM,3,,151.52,10924,2,S-958 22,SWEDN,Luleå,1
04/03/1996 12:00:00 AM,"Rua do Paço, 67",05/01/1996 12:00:00 AM,Hanari Carnes,Brazil,04/12/1996 12:00:00 AM,3,RJ,2.27,10925,1,05454-876,BRAZL,Rio de Janeiro,4
04/04/1996 12:00:00 AM,"67, avenue de l'Europe",05/02/1996 12:00:00 AM,La corne d'abondance,France,05/08/1996 12:00:00 AM,4,,19.79,10927,1,78000,FRANC,Versailles,6
04/04/1996 12:00:00 AM,Berliner Platz 43,05/02/1996 12:00:00 AM,Frankenversand,Germany,04/11/1996 12:00:00 AM,6,,33.93,10929,1,80805,GERMN,München,5
04/04/1996 12:00:00 AM,"Rambla de Cataluña, 23",05/02/1996 12:00:00 AM,Galería del gastronómo,Spain,04/17/1996 12:00:00 AM,1,,1.36,10928,1,8022,SPAIN,Barcelona,3
04/05/1996 12:00:00 AM,"12, rue des Bouchers",05/03/1996 12:00:00 AM,Bon app',France,04/23/1996 12:00:00 AM,8,,134.64,10932,1,13008,FRANC,Marseille,2
04/05/1996 12:00:00 AM,"Boulevard Tirou, 255",05/17/1996 12:00:00 AM,Suprêmes délices,Belgium,04/17/1996 12:00:00 AM,4,,15.55,10930,3,B-6000,BELGM,Charleroi,2
04/05/1996 12:00:00 AM,"Garden House, Crowther Way",05/03/1996 12:00:00 AM,Island Trading,UK,04/15/1996 12:00:00 AM,6,Isle of Wight,54.15,10933,3,PO31 7PJ,UKDST,Cowes,5
04/05/1996 12:00:00 AM,Starenweg 5,04/19/1996 12:00:00 AM,Richter Supermarkt,Switzerland,04/18/1996 12:00:00 AM,4,,13.6,10931,2,1204,SWISS,Genève,2
04/08/1996 12:00:00 AM,2732 Baker Blvd.,05/06/1996 12:00:00 AM,Great Lakes Food Market,USA,04/17/1996 12:00:00 AM,3,OR,33.68,10936,2,97403,USADI,Eugene,1
04/08/1996 12:00:00 AM,Magazinweg 7,05/06/1996 12:00:00 AM,Lehmanns Marktstand,Germany,04/11/1996 12:00:00 AM,3,,32.01,10934,3,60528,GERMN,Frankfurt a.M.,7
04/08/1996 12:00:00 AM,"Rua do Mercado, 12",05/06/1996 12:00:00 AM,Wellington Importadora,Brazil,04/17/1996 12:00:00 AM,4,SP,47.59,10935,3,08737-363,BRAZL,Resende,9
04/09/1996 12:00:00 AM,Cerrito 333,04/23/1996 12:00:00 AM,Cactus Comidas para llevar,Argentina,04/12/1996 12:00:00 AM,7,,31.51,10937,3,1010,ARGEN,Buenos Aires,1
04/09/1996 12:00:00 AM,Taucherstraße 10,05/07/1996 12:00:00 AM,QUICK-Stop,Germany,04/15/1996 12:00:00 AM,3,,31.89,10938,2,01307,GERMN,Cunewalde,10
04/09/1996 12:00:00 AM,Via Ludovico il Moro 22,05/07/1996 12:00:00 AM,Magazzini Alimentari Riuniti,Italy,04/12/1996 12:00:00 AM,2,,76.33,10939,2,24100,ITALY,Bergamo,2
04/10/1996 12:00:00 AM,"12, rue des Bouchers",05/08/1996 12:00:00 AM,Bon app',France,04/22/1996 12:00:00 AM,8,,19.77,10940,3,13008,FRANC,Marseille,2
04/10/1996 12:00:00 AM,187 Suffolk Ln.,05/08/1996 12:00:00 AM,Save-a-lot Markets,USA,04/19/1996 12:00:00 AM,7,ID,400.81,10941,2,83720,USADI,Boise,8
04/10/1996 12:00:00 AM,Fauntleroy Circus,05/08/1996 12:00:00 AM,B's Beverages,UK,04/18/1996 12:00:00 AM,4,,2.17,10943,2,EC2 5NT,UKDST,London,2
04/10/1996 12:00:00 AM,Strada Provinciale 124,05/08/1996 12:00:00 AM,Reggiani Caseifici,Italy,04/17/1996 12:00:00 AM,9,,17.95,10942,3,42100,ITALY,Reggio Emilia,3
04/11/1996 12:00:00 AM,23 Tsawassen Blvd.,04/25/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,04/12/1996 12:00:00 AM,6,BC,52.92,10944,3,T2F 8M4,CANAD,Tsawassen,1
04/11/1996 12:00:00 AM,Heerstr. 22,05/09/1996 12:00:00 AM,Morgenstern Gesundkost,Germany,04/17/1996 12:00:00 AM,4,,10.22,10945,1,04179,GERMN,Leipzig,8
04/11/1996 12:00:00 AM,Smagsløget 45,05/09/1996 12:00:00 AM,Vaffeljernet,Denmark,04/18/1996 12:00:00 AM,1,,27.2,10946,2,8200,DENMR,Århus,2
04/12/1996 12:00:00 AM,23 Tsawassen Blvd.,05/10/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,04/16/1996 12:00:00 AM,2,BC,74.44,10949,3,T2F 8M4,CANAD,Tsawassen,1
04/12/1996 12:00:00 AM,"C/ Romero, 33",05/10/1996 12:00:00 AM,Godos Cocina Típica,Spain,04/18/1996 12:00:00 AM,3,,23.39,10948,3,41101,SPAIN,Sevilla,4
04/12/1996 12:00:00 AM,Fauntleroy Circus,05/10/1996 12:00:00 AM,B's Beverages,UK,04/15/1996 12:00:00 AM,3,,3.26,10947,2,EC2 5NT,UKDST,London,2
04/15/1996 12:00:00 AM,"Brook Farm, Stratford St. Mary",04/29/1996 12:00:00 AM,Around the Horn,UK,04/24/1996 12:00:00 AM,9,Essex,23.72,10953,2,CO7 6JX,UKDST,Colchester,1
04/15/1996 12:00:00 AM,Obere Str. 57,05/27/1996 12:00:00 AM,Alfred's Futterkiste,Germany,04/23/1996 12:00:00 AM,1,,40.42,10952,1,12209,GERMN,Berlin,1
04/15/1996 12:00:00 AM,Starenweg 5,05/27/1996 12:00:00 AM,Richter Supermarkt,Switzerland,05/07/1996 12:00:00 AM,9,,30.85,10951,2,1204,SWISS,Genève,2
04/15/1996 12:00:00 AM,Via Ludovico il Moro 22,05/13/1996 12:00:00 AM,Magazzini Alimentari Riuniti,Italy,04/22/1996 12:00:00 AM,1,,2.5,10950,2,24100,ITALY,Bergamo,2
04/16/1996 12:00:00 AM,Ave. 5 de Mayo Porlamar,05/28/1996 12:00:00 AM,LINO-Delicateses,Venezuela,04/19/1996 12:00:00 AM,5,Nueva Esparta,27.91,10954,1,4980,VENEZ,I. de Margarita,4
04/16/1996 12:00:00 AM,Forsterstr. 57,05/28/1996 12:00:00 AM,Blauer See Delikatessen,Germany,04/19/1996 12:00:00 AM,6,,44.65,10956,2,68306,GERMN,Mannheim,2
04/16/1996 12:00:00 AM,Åkergatan 24,05/14/1996 12:00:00 AM,Folk och fä HB,Sweden,04/19/1996 12:00:00 AM,8,,3.26,10955,2,S-844 67,SWEDN,Bräcke,2
04/17/1996 12:00:00 AM,"Av. Brasil, 442",05/29/1996 12:00:00 AM,Gourmet Lanchonetes,Brazil,04/22/1996 12:00:00 AM,6,SP,4.98,10959,2,04876-786,BRAZL,Campinas,3
04/17/1996 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,05/15/1996 12:00:00 AM,HILARIÓN-Abastos,Venezuela,04/26/1996 12:00:00 AM,8,Táchira,105.36,10957,3,5022,VENEZ,San Cristóbal,2
04/17/1996 12:00:00 AM,"Ing. Gustavo Moncada 8585, Piso 20-A",05/15/1996 12:00:00 AM,Océano Atlántico Ltda.,Argentina,04/26/1996 12:00:00 AM,7,,49.56,10958,2,1010,ARGEN,Buenos Aires,2
04/18/1996 12:00:00 AM,"Alameda dos Canàrios, 891",05/16/1996 12:00:00 AM,Queen Cozinha,Brazil,04/29/1996 12:00:00 AM,8,SP,104.47,10961,1,05487-020,BRAZL,São Paulo,6
04/18/1996 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,05/02/1996 12:00:00 AM,HILARIÓN-Abastos,Venezuela,05/08/1996 12:00:00 AM,3,Táchira,2.08,10960,1,5022,VENEZ,San Cristóbal,2
04/18/1996 12:00:00 AM,Jardim das rosas n. 32,05/16/1996 12:00:00 AM,Furia Bacalhau e Frutos do Mar,Portugal,04/25/1996 12:00:00 AM,9,,2.7,10963,3,1675,PORTU,Lisboa,1
04/18/1996 12:00:00 AM,Taucherstraße 10,05/16/1996 12:00:00 AM,QUICK-Stop,Germany,04/22/1996 12:00:00 AM,8,,275.79,10962,2,01307,GERMN,Cunewalde,10
04/19/1996 12:00:00 AM,"25, rue Lauriston",05/17/1996 12:00:00 AM,Spécialités du monde,France,04/23/1996 12:00:00 AM,3,,87.38,10964,2,75016,FRANC,Paris,9
04/19/1996 12:00:00 AM,2743 Bering St.,05/17/1996 12:00:00 AM,Old World Delicatessen,USA,04/29/1996 12:00:00 AM,6,AK,144.38,10965,3,99508,USADI,Anchorage,6
04/19/1996 12:00:00 AM,Hauptstr. 31,05/17/1996 12:00:00 AM,Chop-suey Chinese,Switzerland,05/08/1996 12:00:00 AM,4,,27.19,10966,1,3012,SWISS,Bern,1
04/22/1996 12:00:00 AM,"Av. dos Lusíadas, 23",05/20/1996 12:00:00 AM,Comércio Mineiro,Brazil,04/29/1996 12:00:00 AM,1,SP,0.21,10969,2,05432-043,BRAZL,São Paulo,1
04/22/1996 12:00:00 AM,Kirchgasse 6,05/20/1996 12:00:00 AM,Ernst Handel,Austria,05/01/1996 12:00:00 AM,1,,74.6,10968,3,8010,AUSTR,Graz,1
04/22/1996 12:00:00 AM,Luisenstr. 48,05/20/1996 12:00:00 AM,Toms Spezialitäten,Germany,05/02/1996 12:00:00 AM,2,,62.22,10967,2,44087,GERMN,Münster,11
04/23/1996 12:00:00 AM,"54, rue Royale",05/21/1996 12:00:00 AM,France restauration,France,05/02/1996 12:00:00 AM,2,,121.82,10971,2,44000,FRANC,Nantes,5
04/23/1996 12:00:00 AM,"67, avenue de l'Europe",05/21/1996 12:00:00 AM,La corne d'abondance,France,04/25/1996 12:00:00 AM,4,,0.02,10972,2,78000,FRANC,Versailles,6
04/23/1996 12:00:00 AM,"67, avenue de l'Europe",05/21/1996 12:00:00 AM,La corne d'abondance,France,04/26/1996 12:00:00 AM,6,,15.17,10973,2,78000,FRANC,Versailles,6
04/23/1996 12:00:00 AM,"C/ Araquil, 67",05/07/1996 12:00:00 AM,Bólido Comidas preparadas,Spain,05/24/1996 12:00:00 AM,9,,16.16,10970,1,28023,SPAIN,Madrid,1
04/24/1996 12:00:00 AM,23 Tsawassen Blvd.,05/22/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,04/26/1996 12:00:00 AM,1,BC,32.27,10975,3,T2F 8M4,CANAD,Tsawassen,1
04/24/1996 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,06/05/1996 12:00:00 AM,HILARIÓN-Abastos,Venezuela,05/03/1996 12:00:00 AM,1,Táchira,37.97,10976,1,5022,VENEZ,San Cristóbal,2
04/24/1996 12:00:00 AM,P.O. Box 555,05/08/1996 12:00:00 AM,Split Rail Beer & Ale,USA,05/03/1996 12:00:00 AM,3,WY,12.96,10974,3,82520,USADI,Lander,9
04/25/1996 12:00:00 AM,Kirchgasse 6,05/23/1996 12:00:00 AM,Ernst Handel,Austria,04/30/1996 12:00:00 AM,8,,353.07,10979,2,8010,AUSTR,Graz,1
04/25/1996 12:00:00 AM,Rue Joseph-Bens 532,05/23/1996 12:00:00 AM,Maison Dewey,Belgium,05/23/1996 12:00:00 AM,9,,32.82,10978,2,B-1180,BELGM,Bruxelles,1
04/25/1996 12:00:00 AM,Åkergatan 24,05/23/1996 12:00:00 AM,Folk och fä HB,Sweden,05/10/1996 12:00:00 AM,8,,208.5,10977,3,S-844 67,SWEDN,Bräcke,2
04/26/1996 12:00:00 AM,187 Suffolk Ln.,05/24/1996 12:00:00 AM,Save-a-lot Markets,USA,05/06/1996 12:00:00 AM,2,ID,657.54,10983,2,83720,USADI,Boise,8
04/26/1996 12:00:00 AM,23 Tsawassen Blvd.,05/24/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,05/08/1996 12:00:00 AM,2,BC,14.01,10982,1,T2F 8M4,CANAD,Tsawassen,1
04/26/1996 12:00:00 AM,"Rua do Paço, 67",05/24/1996 12:00:00 AM,Hanari Carnes,Brazil,05/02/1996 12:00:00 AM,1,RJ,193.37,10981,2,05454-876,BRAZL,Rio de Janeiro,4
04/26/1996 12:00:00 AM,Åkergatan 24,06/07/1996 12:00:00 AM,Folk och fä HB,Sweden,05/17/1996 12:00:00 AM,4,,1.26,10980,1,S-844 67,SWEDN,Bräcke,2
04/29/1996 12:00:00 AM,187 Suffolk Ln.,05/27/1996 12:00:00 AM,Save-a-lot Markets,USA,05/03/1996 12:00:00 AM,1,ID,211.22,10984,3,83720,USADI,Boise,8
04/29/1996 12:00:00 AM,8 Johnstown Road,05/27/1996 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,05/02/1996 12:00:00 AM,2,Co. Cork,91.51,10985,1,,IRLND,Cork,1
04/29/1996 12:00:00 AM,"Ing. Gustavo Moncada 8585, Piso 20-A",05/27/1996 12:00:00 AM,Océano Atlántico Ltda.,Argentina,05/21/1996 12:00:00 AM,8,,217.86,10986,2,1010,ARGEN,Buenos Aires,2
04/30/1996 12:00:00 AM,2817 Milton Dr.,05/28/1996 12:00:00 AM,Rattlesnake Canyon Grocery,USA,05/10/1996 12:00:00 AM,3,NM,61.14,10988,2,87110,USADI,Albuquerque,7
04/30/1996 12:00:00 AM,35 King George,05/28/1996 12:00:00 AM,Eastern Connection,UK,05/06/1996 12:00:00 AM,8,,185.48,10987,1,WX3 6FW,UKDST,London,4
04/30/1996 12:00:00 AM,"Rua da Panificadora, 12",05/28/1996 12:00:00 AM,Que Delícia,Brazil,05/02/1996 12:00:00 AM,2,RJ,34.76,10989,1,02389-673,BRAZL,Rio de Janeiro,5
05/01/1996 12:00:00 AM,"89 Jefferson Way, Suite 2",05/29/1996 12:00:00 AM,The Big Cheese,USA,05/03/1996 12:00:00 AM,1,OR,4.27,10992,3,97201,USADI,Portland,10
05/01/1996 12:00:00 AM,Kirchgasse 6,06/12/1996 12:00:00 AM,Ernst Handel,Austria,05/07/1996 12:00:00 AM,2,,117.61,10990,3,8010,AUSTR,Graz,1
05/01/1996 12:00:00 AM,Taucherstraße 10,05/29/1996 12:00:00 AM,QUICK-Stop,Germany,05/07/1996 12:00:00 AM,1,,38.51,10991,1,01307,GERMN,Cunewalde,10
05/01/1996 12:00:00 AM,Åkergatan 24,05/29/1996 12:00:00 AM,Folk och fä HB,Sweden,05/10/1996 12:00:00 AM,7,,8.81,10993,3,S-844 67,SWEDN,Bräcke,2
05/02/1996 12:00:00 AM,Calle Dr. Jorge Cash 321,05/30/1996 12:00:00 AM,Pericles Comidas clásicas,Mexico,05/06/1996 12:00:00 AM,1,,46,10995,3,05033,MEXIC,México D.F.,4
05/02/1996 12:00:00 AM,Smagsløget 45,05/16/1996 12:00:00 AM,Vaffeljernet,Denmark,05/09/1996 12:00:00 AM,2,,65.53,10994,3,8200,DENMR,Århus,2
05/02/1996 12:00:00 AM,Taucherstraße 10,05/30/1996 12:00:00 AM,QUICK-Stop,Germany,05/10/1996 12:00:00 AM,4,,1.12,10996,2,01307,GERMN,Cunewalde,10
05/03/1996 12:00:00 AM,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,06/14/1996 12:00:00 AM,LILA-Supermercado,Venezuela,05/13/1996 12:00:00 AM,8,Lara,73.91,10997,2,3508,VENEZ,Barquisimeto,3
05/03/1996 12:00:00 AM,Mehrheimerstr. 369,05/31/1996 12:00:00 AM,Ottilies Käseladen,Germany,05/10/1996 12:00:00 AM,6,,96.35,10999,2,50739,GERMN,Köln,9
05/03/1996 12:00:00 AM,ul. Filtrowa 68,05/17/1996 12:00:00 AM,Wolski Zajazd,Poland,05/17/1996 12:00:00 AM,8,,20.31,10998,2,01-012,POLND,Warszawa,1
05/06/1996 12:00:00 AM,187 Suffolk Ln.,06/03/1996 12:00:00 AM,Save-a-lot Markets,USA,05/16/1996 12:00:00 AM,4,ID,141.16,11002,1,83720,USADI,Boise,8
05/06/1996 12:00:00 AM,2817 Milton Dr.,06/03/1996 12:00:00 AM,Rattlesnake Canyon Grocery,USA,05/14/1996 12:00:00 AM,2,NM,55.12,11000,3,87110,USADI,Albuquerque,7
05/06/1996 12:00:00 AM,55 Grizzly Peak Rd.,06/03/1996 12:00:00 AM,The Cracker Box,USA,05/08/1996 12:00:00 AM,3,MT,14.91,11003,3,59801,USADI,Butte,11
05/06/1996 12:00:00 AM,Åkergatan 24,06/03/1996 12:00:00 AM,Folk och fä HB,Sweden,05/14/1996 12:00:00 AM,2,,197.3,11001,2,S-844 67,SWEDN,Bräcke,2
05/07/1996 12:00:00 AM,2732 Baker Blvd.,06/04/1996 12:00:00 AM,Great Lakes Food Market,USA,05/15/1996 12:00:00 AM,3,OR,25.19,11006,2,97403,USADI,Eugene,1
05/07/1996 12:00:00 AM,Keskuskatu 45,06/04/1996 12:00:00 AM,Wilman Kala,Finland,05/10/1996 12:00:00 AM,2,,0.75,11005,1,21240,FNLND,Helsinki,2
05/07/1996 12:00:00 AM,Rue Joseph-Bens 532,06/04/1996 12:00:00 AM,Maison Dewey,Belgium,05/20/1996 12:00:00 AM,3,,44.84,11004,1,B-1180,BELGM,Bruxelles,1
05/08/1996 12:00:00 AM,"C/ Romero, 33",06/05/1996 12:00:00 AM,Godos Cocina Típica,Spain,05/10/1996 12:00:00 AM,2,,59.11,11009,1,41101,SPAIN,Sevilla,4
05/08/1996 12:00:00 AM,Estrada da saúde n. 58,06/05/1996 12:00:00 AM,Princesa Isabel Vinhos,Portugal,05/13/1996 12:00:00 AM,8,,202.24,11007,2,1756,PORTU,Lisboa,2
05/08/1996 12:00:00 AM,Kirchgasse 6,06/05/1996 12:00:00 AM,Ernst Handel,Austria,,7,,79.46,11008,3,8010,AUSTR,Graz,1
05/09/1996 12:00:00 AM,Berliner Platz 43,05/23/1996 12:00:00 AM,Frankenversand,Germany,05/17/1996 12:00:00 AM,1,,242.95,11012,3,80805,GERMN,München,5
05/09/1996 12:00:00 AM,"Gran Vía, 1",06/06/1996 12:00:00 AM,Romero y tomillo,Spain,05/10/1996 12:00:00 AM,2,,32.99,11013,1,28001,SPAIN,Madrid,5
05/09/1996 12:00:00 AM,Obere Str. 57,06/06/1996 12:00:00 AM,Alfred's Futterkiste,Germany,05/13/1996 12:00:00 AM,3,,1.21,11011,1,12209,GERMN,Berlin,1
05/09/1996 12:00:00 AM,Strada Provinciale 124,06/06/1996 12:00:00 AM,Reggiani Caseifici,Italy,05/21/1996 12:00:00 AM,2,,28.71,11010,2,42100,ITALY,Reggio Emilia,3
05/10/1996 12:00:00 AM,Ave. 5 de Mayo Porlamar,06/07/1996 12:00:00 AM,LINO-Delicateses,Venezuela,05/15/1996 12:00:00 AM,2,Nueva Esparta,23.6,11014,3,4980,VENEZ,I. de Margarita,4
05/10/1996 12:00:00 AM,"Brook Farm, Stratford St. Mary",06/07/1996 12:00:00 AM,Around the Horn,UK,05/13/1996 12:00:00 AM,9,Essex,33.8,11016,2,CO7 6JX,UKDST,Colchester,1
05/10/1996 12:00:00 AM,Erling Skakkes gate 78,05/24/1996 12:00:00 AM,Santé Gourmet,Norway,05/20/1996 12:00:00 AM,2,,4.62,11015,2,4110,NORWY,Stavern,1
05/13/1996 12:00:00 AM,89 Chiaroscuro Rd.,06/10/1996 12:00:00 AM,Lonesome Pine Restaurant,USA,05/16/1996 12:00:00 AM,4,OR,11.65,11018,2,97219,USADI,Portland,5
05/13/1996 12:00:00 AM,Av. del Libertador 900,06/10/1996 12:00:00 AM,Rancho grande,Argentina,,6,,3.17,11019,3,1010,ARGEN,Buenos Aires,3
05/13/1996 12:00:00 AM,Kirchgasse 6,06/10/1996 12:00:00 AM,Ernst Handel,Austria,05/20/1996 12:00:00 AM,9,,754.26,11017,2,8010,AUSTR,Graz,1
05/14/1996 12:00:00 AM,Fauntleroy Circus,05/28/1996 12:00:00 AM,B's Beverages,UK,05/24/1996 12:00:00 AM,1,,123.83,11023,2,EC2 5NT,UKDST,London,2
05/14/1996 12:00:00 AM,Mehrheimerstr. 369,06/11/1996 12:00:00 AM,Ottilies Käseladen,Germany,05/16/1996 12:00:00 AM,2,,43.3,11020,2,50739,GERMN,Köln,9
05/14/1996 12:00:00 AM,"Rua do Paço, 67",06/11/1996 12:00:00 AM,Hanari Carnes,Brazil,06/03/1996 12:00:00 AM,9,RJ,6.27,11022,2,05454-876,BRAZL,Rio de Janeiro,4
05/14/1996 12:00:00 AM,Taucherstraße 10,06/11/1996 12:00:00 AM,QUICK-Stop,Germany,05/21/1996 12:00:00 AM,3,,297.18,11021,1,01307,GERMN,Cunewalde,10
05/15/1996 12:00:00 AM,35 King George,06/12/1996 12:00:00 AM,Eastern Connection,UK,05/20/1996 12:00:00 AM,4,,74.36,11024,1,WX3 6FW,UKDST,London,4
05/15/1996 12:00:00 AM,Torikatu 38,06/12/1996 12:00:00 AM,Wartian Herkku,Finland,05/24/1996 12:00:00 AM,6,,29.17,11025,3,90110,FNLND,Oulu,1
05/15/1996 12:00:00 AM,Via Monte Bianco 34,06/12/1996 12:00:00 AM,Franchi S.p.A.,Italy,05/28/1996 12:00:00 AM,4,,47.09,11026,1,10100,ITALY,Torino,1
05/16/1996 12:00:00 AM,23 Tsawassen Blvd.,06/13/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,05/20/1996 12:00:00 AM,1,BC,52.52,11027,1,T2F 8M4,CANAD,Tsawassen,1
05/16/1996 12:00:00 AM,Hauptstr. 31,06/13/1996 12:00:00 AM,Chop-suey Chinese,Switzerland,05/27/1996 12:00:00 AM,4,,47.84,11029,1,3012,SWISS,Bern,1
05/16/1996 12:00:00 AM,Maubelstr. 90,06/13/1996 12:00:00 AM,Königlich Essen,Germany,05/22/1996 12:00:00 AM,2,,29.59,11028,1,14776,GERMN,Brandenburg,6
05/17/1996 12:00:00 AM,1029 - 12th Ave. S.,06/14/1996 12:00:00 AM,White Clover Markets,USA,05/23/1996 12:00:00 AM,2,WA,606.19,11032,3,98124,USADI,Seattle,13
05/17/1996 12:00:00 AM,187 Suffolk Ln.,06/14/1996 12:00:00 AM,Save-a-lot Markets,USA,05/24/1996 12:00:00 AM,6,ID,227.22,11031,2,83720,USADI,Boise,8
05/17/1996 12:00:00 AM,187 Suffolk Ln.,06/14/1996 12:00:00 AM,Save-a-lot Markets,USA,05/27/1996 12:00:00 AM,7,ID,830.75,11030,2,83720,USADI,Boise,8
05/17/1996 12:00:00 AM,Starenweg 5,06/14/1996 12:00:00 AM,Richter Supermarkt,Switzerland,05/23/1996 12:00:00 AM,7,,84.74,11033,3,1204,SWISS,Genève,2
05/20/1996 12:00:00 AM,2743 Bering St.,07/01/1996 12:00:00 AM,Old World Delicatessen,USA,05/27/1996 12:00:00 AM,8,AK,40.32,11034,1,99508,USADI,Anchorage,6
05/20/1996 12:00:00 AM,"Boulevard Tirou, 255",06/17/1996 12:00:00 AM,Suprêmes délices,Belgium,05/24/1996 12:00:00 AM,2,,0.17,11035,2,B-6000,BELGM,Charleroi,2
05/20/1996 12:00:00 AM,Walserweg 21,06/17/1996 12:00:00 AM,Drachenblut Delikatessen,Germany,05/22/1996 12:00:00 AM,8,,149.47,11036,3,52066,GERMN,Aachen,4
05/21/1996 12:00:00 AM,Ave. 5 de Mayo Porlamar,06/18/1996 12:00:00 AM,LINO-Delicateses,Venezuela,,1,Nueva Esparta,65,11039,2,4980,VENEZ,I. de Margarita,4
05/21/1996 12:00:00 AM,"Boulevard Tirou, 255",06/18/1996 12:00:00 AM,Suprêmes délices,Belgium,05/30/1996 12:00:00 AM,1,,29.59,11038,2,B-6000,BELGM,Charleroi,2
05/21/1996 12:00:00 AM,"C/ Romero, 33",06/18/1996 12:00:00 AM,Godos Cocina Típica,Spain,05/27/1996 12:00:00 AM,7,,3.2,11037,1,41101,SPAIN,Sevilla,4
